completed | 00001_amaru | 余る | general | godan verb
pending | 16795_yosoudoori | 予想通り | general | adverb, noun
pending | 16796_kaiinsei | 会員制 | general | noun
pending | 16797_chiyogami | 千代紙 | general | noun
pending | 16798_kainarasu | 飼い慣らす | general | verb (godan)
pending | 16799_kenpai | 献杯 | general | noun, verb (suru)
pending | 16800_jikatsu | 自活 | general | noun, verb (suru)
pending | 16801_miyagemonoya | 土産物屋 | general | noun
pending | 16802_konbudashi | 昆布だし | general | noun
pending | 16803_nantoshitemo | 何としても | general | adverb, expression
pending | 16804_juuyoushi | 重要視 | general | noun, verb (suru)
pending | 16805_wabun | 和文 | general | noun
pending | 16806_juuminzei | 住民税 | general | noun
pending | 16807_gokudou | 極道 | general | noun
pending | 16808_gedokuzai | 解毒剤 | general | noun
pending | 16809_saijijou | 催事場 | general | noun
pending | 16810_koteishisan | 固定資産 | general | noun
pending | 16811_tajitsu | 他日 | general | noun, adverb
pending | 16812_seizai | 製材 | general | noun, verb (suru)
pending | 16813_kisotaisha | 基礎代謝 | general | noun
pending | 16814_youshin | 養親 | general | noun
pending | 16815_jousou | 情操 | general | noun
pending | 16816_touraimono | 到来物 | general | noun
pending | 16817_chikaraippai | 力一杯 | general | adverb
pending | 16818_suuyou | 枢要 | general | noun, adjective (na)
pending | 16819_chinoushisuu | 知能指数 | general | noun
pending | 16820_fujinoyamai | 不治の病 | general | noun, expression
pending | 16821_kuchiippai | 口一杯 | general | noun, adverb
pending | 16822_yuzamashi | 湯冷まし | general | noun
pending | 16823_hanta | 繁多 | general | noun, adjective (na)
pending | 16824_ikimichi | 行き道 | general | noun
pending | 16825_kodomoppoi | 子供っぽい | general | adjective (i)
pending | 16826_sennou | 洗脳 | general | noun, suru verb
pending | 16827_kokorokara | 心から | general | adverb
pending | 16828_shoujinsuru | 精進する | general | verb (suru)
pending | 16829_zengaku | 全額 | general | noun
pending | 16830_izuremo | いずれも | general | adverb
pending | 16831_usankusai | 胡散臭い | general | adjective (i)
pending | 16832_riseiteki | 理性的 | general | adjective (na)
pending | 16833_hiriki | 非力 | general | na-adjective, noun
pending | 16834_kataomoi | 片思い | general | noun, suru verb
pending | 16835_zekkei | 絶景 | general | noun
pending | 16836_uchiki | 内気 | general | na-adjective, noun
pending | 16837_omairi | お参り | general | noun, suru verb
pending | 16838_manbiki | 万引き | general | noun, suru verb
pending | 16839_omogurushii | 重苦しい | general | adjective (i)
pending | 16840_akueikyou | 悪影響 | general | noun
pending | 16841_itoteki | 意図的 | general | adjective (na)
pending | 16842_yuujuufudan | 優柔不断 | general | na-adjective, noun
pending | 16843_ryuuchou | 流暢 | general | adjective (na)
pending | 16844_koi | 故意 | general | noun
pending | 16845_kotenteki | 古典的 | general | adjective (na)
pending | 16846_nakigoe | 鳴き声 | general | noun
pending | 16847_fushime | 節目 | general | noun
pending | 16848_chuuibukai | 注意深い | general | adjective (i)
pending | 16849_koutsugou | 好都合 | general | na-adjective, noun
pending | 16850_kanyuu | 勧誘 | general | noun, suru verb
pending | 16851_fukouhei | 不公平 | general | na-adjective, noun
pending | 16852_kyoshu | 挙手 | general | noun, suru verb
pending | 16853_tekii | 敵意 | general | noun
pending | 16854_hanshateki | 反射的 | general | adjective (na)
pending | 16855_fuini | 不意に | general | adverb
pending | 16856_omotenashi | おもてなし | general | noun, suru verb
pending | 16857_okayu | お粥 | general | noun
pending | 16858_manazashi | まなざし | general | noun
pending | 16859_shimeppoi | 湿っぽい | general | adjective (i)
pending | 16860_dasaku | 駄作 | general | noun
pending | 16861_toushindai | 等身大 | general | noun
pending | 16862_kutsuhimo | 靴紐 | general | noun
pending | 16863_jidori | 自撮り | general | noun, suru verb
pending | 16864_undougutsu | 運動靴 | general | noun
pending | 16865_samugari | 寒がり | general | noun, na-adjective
pending | 16866_atsugari | 暑がり | general | noun, na-adjective
pending | 16867_asagata | 朝型 | general | noun
pending | 16868_migoro | 見頃 | general | noun
pending | 16869_umeshu | 梅酒 | general | noun
pending | 16870_kensou | 喧騒 | general | noun
pending | 16873_oroshiuri | 卸売り | general | noun
pending | 16874_ijou | 移譲 | general | noun, suru verb
pending | 16875_awaremu | 憐れむ | general | verb (godan)
pending | 16877_dowasure | 度忘れ | general | noun, suru verb
pending | 16878_shikibuton | 敷布団 | general | noun
pending | 16879_ageru | 揚げる | general | verb (ichidan)
pending | 16886_shuuren | 習練 | general | noun, suru verb
pending | 16887_iru | 煎る | general | verb (godan)
pending | 16888_furitsuke | 振付 | general | noun, suru verb
pending | 16891_kakujitsu | 隔日 | general | noun
pending | 16892_housaku | 方策 | general | noun
pending | 16893_nijuu | 二重 | general | noun, no-adjective
pending | 16894_fukurahagi | ふくらはぎ | general | noun
pending | 16895_kishou | 稀少 | general | na-adjective
pending | 16899_kouryuu | 興隆 | general | noun, suru verb
pending | 16900_shoushoku | 小食 | general | noun, na-adjective
pending | 16902_nichijouteki | 日常的 | general | na-adjective
pending | 16904_shakuzentoshinai | 釈然としない | general | expression
pending | 16905_shotou | 初等 | general | noun, no-adjective
pending | 16906_shugyou | 修業 | general | noun, suru verb
pending | 16909_fukyuu | 不急 | general | noun, no-adjective
pending | 16910_koushitsu | 硬質 | general | noun, no-adjective
pending | 16911_sanjo | 賛助 | general | noun, suru verb
pending | 16912_youshi | 洋紙 | general | noun
pending | 16913_fushouchi | 不承知 | general | noun, na-adjective
pending | 16914_ossharutoori | 仰る通り | general | expression
pending | 16915_muchi | 無恥 | general | na-adjective
pending | 16916_naniganandemo | 何が何でも | general | expression
pending | 16917_funbaridokoro | 踏ん張りどころ | general | noun
pending | 16918_sugatawoarawasu | 姿を現す | general | expression
pending | 16919_kaowoawaseru | 顔を合わせる | general | expression
pending | 16920_kibungahareru | 気分が晴れる | general | expression
pending | 16921_sakiwokosu | 先を越す | general | expression
pending | 16922_ichimatsunofuan | 一抹の不安 | general | expression
pending | 16923_kyojuusha | 居住者 | general | noun
pending | 16924_jouhoukaiji | 情報開示 | general | noun, suru verb
pending | 16925_asewokaku | 汗をかく | general | expression
pending | 16926_matenrou | 摩天楼 | general | noun
pending | 16927_goshuin | 御朱印 | general | noun
pending | 16928_hittakuri | ひったくり | general | noun
pending | 16929_sahodo | さほど | general | adverb
pending | 16930_nakazuri | 中吊り | general | noun
pending | 16931_messoumonai | 滅相もない | general | expression
pending | 16932_haraharasuru | ハラハラする | general | noun, suru verb, onomatopoeia
pending | 16933_hyouchaku | 漂着 | general | noun, suru verb
pending | 16934_fushin | 不審 | general | na-adjective, noun
pending | 16935_baisen | 焙煎 | general | noun, suru verb
pending | 16936_kinkyuujitai | 緊急事態 | general | noun
pending | 16937_shuushuu | 収拾 | general | noun, suru verb
pending | 16938_kadou | 稼働 | general | noun, suru verb
pending | 16939_kikaku | 規格 | general | noun
pending | 16940_jizen | 慈善 | general | noun
pending | 16941_shuushuuka | 収集家 | general | noun
pending | 16942_yoronchousa | 世論調査 | general | noun
pending | 16943_kikagaku | 幾何学 | general | noun
pending | 16944_hikarikagayaku | 光り輝く | general | verb-godan
pending | 16945_hayagaten | 早合点 | general | noun, suru verb
pending | 16946_iinogare | 言い逃れ | general | noun
pending | 16947_sashishimesu | 指し示す | general | verb-godan
pending | 16948_kutsuzure | 靴擦れ | general | noun
pending | 16949_junbitaisou | 準備体操 | general | noun
pending | 16950_mujintou | 無人島 | general | noun
pending | 16951_yuudou | 誘導 | general | noun / verb (suru)
pending | 16952_fukitsu | 不吉 | general | adjective (na)
pending | 16953_shinobu | 忍ぶ | general | verb (godan)
pending | 16954_keigen | 軽減 | general | noun / verb (suru)
pending | 16955_chuukyuu | 中級 | general | noun
pending | 16956_kanbyou | 看病 | general | noun / verb (suru)
pending | 16957_oyabun | 親分 | general | noun
pending | 16958_nukegara | 抜け殻 | general | noun
pending | 16959_kaimin | 快眠 | general | noun / verb (suru)
pending | 16960_habatsu | 派閥 | general | noun
pending | 16961_toshigoro | 年頃 | general | noun
pending | 16962_hiyori | 日和 | general | noun
pending | 16963_shoujikimono | 正直者 | general | noun
pending | 16964_saranaru | 更なる | general | pre-noun adjectival
pending | 16965_arehateru | 荒れ果てる | general | verb (ichidan)
pending | 16966_uwanuri | 上塗り | general | noun / verb (suru)
pending | 16967_boyakeru | ぼやける | general | verb (ichidan)
pending | 16968_hoten | 補填 | general | noun / verb (suru)
pending | 16969_bantan | 万端 | general | noun
pending | 16970_namakemono | 怠け者 | general | noun
pending | 16971_amedama | 飴玉 | general | noun
pending | 16972_reihai | 礼拝 | general | noun / verb (suru)
pending | 16973_shirowain | 白ワイン | general | noun
pending | 16974_aizou | 愛憎 | general | noun
pending | 16975_heikousen | 平行線 | general | noun
pending | 16976_kaigui | 買い食い | general | noun / verb (suru)
pending | 16977_joyanokane | 除夜の鐘 | general | noun
pending | 16978_ippankoukai | 一般公開 | general | noun / verb (suru)
pending | 16979_bihaku | 美白 | general | noun
pending | 16980_oujougiwagawarui | 往生際が悪い | general | expression / adjective (i)
pending | 16981_kansou | 完走 | general | noun / verb (suru)
pending | 16982_teikoku | 定刻 | general | noun
pending | 16983_fushin | 腐心 | general | noun / verb (suru)
pending | 16984_juunin | 重任 | general | noun
pending | 16985_kanben | 簡便 | general | adjective (na)
pending | 16986_sougou | 総合 | general | noun
pending | 16987_judouteki | 受動的 | general | adjective-na
pending | 16988_youjinbukai | 用心深い | general | adjective-i
pending | 16989_kajougaki | 箇条書き | general | noun
pending | 16990_joukentsuki | 条件付き | general | noun
pending | 16991_tasukeai | 助け合い | general | noun
pending | 16992_touten | 読点 | general | noun
pending | 16993_kamameshi | 釜飯 | general | noun
pending | 16994_kousoubiru | 高層ビル | general | noun
pending | 16995_hyouhaku | 漂白 | general | noun, suru verb
pending | 16996_senyuu | 占有 | general | noun, suru verb
pending | 16997_junkin | 純金 | general | noun
pending | 16998_taikoban | 太鼓判 | general | noun
pending | 16999_hishigata | ひし形 | general | noun
pending | 17000_chagashi | 茶菓子 | general | noun
pending | 17001_soshoku | 粗食 | general | noun
pending | 17002_honewooru | 骨を折る | general | expression
pending | 17003_kokushi | 酷使 | general | noun, suru verb
pending | 17004_erimoto | 襟元 | general | noun
pending | 17005_gochou | 語調 | general | noun
pending | 17006_koukinou | 高機能 | general | noun, na-adjective
pending | 17007_hanmo | 繁茂 | general | noun, suru verb
pending | 17008_fuusha | 風車 | general | noun
pending | 17009_zeitakuhin | 贅沢品 | general | noun
pending | 17010_haidasu | 這い出す | general | verb-godan
pending | 17011_kontakutorenzu | コンタクトレンズ | general | noun
pending | 17012_henge | 変化 | general | noun, suru verb
pending | 17013_yattekuru | やって来る | general | verb-kuru
pending | 17014_kaihisuru | 回避する | general | verb-suru
pending | 17015_doukoukai | 同好会 | general | noun
pending | 17016_sodachigayoi | 育ちが良い | general | expression
pending | 17017_yutouyomi | 湯桶読み | general | noun
pending | 17018_teoshiguruma | 手押し車 | general | noun
pending | 17019_shakuchi | 借地 | general | noun
pending | 17020_haoto | 羽音 | general | noun
pending | 17021_kenryokusha | 権力者 | general | noun
pending | 17022_kanzenyoyakusei | 完全予約制 | general | noun
pending | 17023_hasshamerodi | 発車メロディ | general | noun
pending | 17024_tenjiburokku | 点字ブロック | general | noun
pending | 17025_ribobarai | リボ払い | general | noun
pending | 17026_ikkatsukounyuu | 一括購入 | general | noun
pending | 17027_kyuukoubai | 急勾配 | general | noun
pending | 17028_shibakariki | 芝刈り機 | general | noun
pending | 17029_bouhantouroku | 防犯登録 | general | noun
pending | 17030_seiryouinryousui | 清涼飲料水 | general | noun
pending | 17031_sekkakudesuga | せっかくですが | general | expression
pending | 17032_fukaishisuu | 不快指数 | general | noun
pending | 17033_shibounenshou | 脂肪燃焼 | general | noun
pending | 17034_kokansetsu | 股関節 | general | noun
pending | 17035_taimenjugyou | 対面授業 | general | noun
pending | 17036_kouyuukai | 校友会 | general | noun
pending | 17037_chuumonhyou | 注文票 | general | noun
pending | 17038_yuukeibunkazai | 有形文化財 | general | noun
pending | 17039_naiyouryou | 内容量 | general | noun
pending | 17040_kureengeemu | クレーンゲーム | general | noun
pending | 17041_rinjikyuugyou | 臨時休業 | general | noun
pending | 17042_reitouhozon | 冷凍保存 | general | noun
